Location,MinTemp,MaxTemp,Rainfall,Humidity,Pressure,Month
Ogdenville,16.6,22.8,0,62.7,1012.8,10
Ogdenville,10.2,23.9,0,43,1018.4,10
Ogdenville,9.5,29,0,39,1020.7,10
Ogdenville,16.4,29.5,0,52,1020.1,10
Ogdenville,15.6,29.8,0,47,1018,10
Ogdenville,16.8,34.5,0,34,1017,10
Ogdenville,18.9,33.4,0,19,1009.7,11
Ogdenville,10.9,26.1,0,40,1016.7,11
Ogdenville,13.9,28.4,0,44,1015.3,11
Ogdenville,14.7,33.3,0,38,1015.8,11
Ogdenville,20.1,36.6,0,30,1015.1,11
Ogdenville,22.6,32.5,1.2,37,1012.4,11
Ogdenville,18.5,28.7,10.6,90,1010.8,11
Ogdenville,16.9,28.4,7.6,82,1012.4,11
Ogdenville,16.8,26.9,0.2,37,1018,11
Ogdenville,14,26,0,31,1021.7,11
Ogdenville,12.8,28.9,0,48,1023.1,11
Ogdenville,17.1,33.2,0,39,1021.2,11
Ogdenville,19.4,33.5,0,26,1018.5,11
Ogdenville,16.2,31.5,0,21,1017.2,11
Ogdenville,16.1,35.2,0,16,1013.6,11
Ogdenville,17.2,21.7,1,85,1010.4,11
Ogdenville,11.8,27.4,6.2,40,1013.4,11
Ogdenville,11.8,29.3,0,21,1013,11
Ogdenville,12.9,27.3,0,27,1016.3,11
Ogdenville,15.8,29.9,0,36,1018.8,11
Ogdenville,16.6,35,0,36,1014.9,11
Ogdenville,17.2,31,0,15,1015,11
Ogdenville,16.5,32.6,0,42,1015.3,11
Ogdenville,18.7,36.9,0,42,1013.9,11
Ogdenville,22.3,39.1,0,18,1013.2,11
Ogdenville,24,39,0,26,1013.2,11
Ogdenville,21.1,31.1,3.4,67,1014,11
Ogdenville,23.6,40.2,0,21,1012.7,1
Ogdenville,21.4,37.7,0,13,1012.2,1
Ogdenville,19.7,38.9,0,31,1012.5,1
Ogdenville,26.5,42.1,0,39,1009.7,1
Ogdenville,29.3,43.5,0,27,1011.5,1
Ogdenville,27.6,43.7,0,30,1015.4,1
Ogdenville,27.7,41.1,0,32,1017,1
Ogdenville,26.3,41.9,0,23,1009.4,1
Ogdenville,19.9,29.7,0,47,1002.5,1
Ogdenville,15.6,34.9,0,22,1006.2,1
Ogdenville,20,43.4,0,31,1006.3,1
Ogdenville,25.8,46,0,13,1007,1
Ogdenville,24.2,41.7,0,22,1005.8,1
Ogdenville,16.1,32,0,49,1013.8,1
Ogdenville,18.9,35.4,0,38,1013,1
Ogdenville,22.4,39.3,0,45,1011.7,1
Ogdenville,27.4,43,0,30,1008.1,1
Ogdenville,29.4,43.8,0,22,1004.4,1
Ogdenville,26.1,29.7,0,43,1009.3,1
Ogdenville,20.6,36.6,0,65,1011.3,1
Ogdenville,24.7,39.2,0,50,1010.2,1
Ogdenville,22.1,38.4,0.6,53,1009.5,1
Ogdenville,22.6,38.5,0,43,1010.8,1
Ogdenville,22.9,37.3,0,55,1011.8,1
Ogdenville,24.7,39.1,0,52,1009.3,1
Ogdenville,24.4,38.6,0,37,1007.8,1
Ogdenville,21.3,34,0,25,1007.1,1
Ogdenville,19.8,35.6,0,37,1005,1
Ogdenville,20.6,31.7,0,40,1007.4,1
Ogdenville,16,33.7,0,23,1013.4,1
Ogdenville,17.6,37.9,0,12,1010.7,1
Ogdenville,13,21.1,39.2,96,1010.6,3
Ogdenville,13.7,25.4,0.2,57,1014.8,3
Ogdenville,15.9,27.3,6.2,90,1015.1,3
Ogdenville,16.9,30.4,0.8,67,1015.6,3
Ogdenville,18.8,30.7,0,61,1016.2,3
Ogdenville,20.3,31.2,0,55,1016.8,3
Ogdenville,18.8,31.7,0,48,1016.8,3
Ogdenville,20.6,32.2,0,47,1017.9,3
Ogdenville,19.4,31.7,0,51,1018.1,3
Ogdenville,21.6,32.1,0,49,1017.4,3
Ogdenville,19.6,33.5,0,46,1017,3
Ogdenville,20.1,32.2,0,52,1017.2,3
Ogdenville,19.9,33.2,0,42,1012.3,3
Ogdenville,20.7,32.4,0,33,1010.8,3
Ogdenville,16.7,33.2,0,36,1014.8,3
Ogdenville,16.5,31.4,0,32,1014,3
Ogdenville,14.8,23.8,0,57,1017.8,3
Ogdenville,11,27.2,0,37,1018.3,3
Ogdenville,15.5,29.2,0,54,1018.9,3
Ogdenville,18.5,31.2,0,52,1019.9,3
Ogdenville,20.5,31.2,0,58,1014.5,3
Ogdenville,18.7,32.4,7.8,76,1013.4,3
Ogdenville,18.4,30.7,0,85,1016.5,3
Ogdenville,14.8,31.4,0,46,1016.6,3
Ogdenville,15,32.7,0,32,1017.5,3
Ogdenville,16.6,34.2,0,27,1016.2,3
Ogdenville,21.9,35.8,0,51,1015.1,3
Ogdenville,23.4,30.1,0,47,1015.3,3
Ogdenville,10.8,23.9,1,63,1020.3,3
Ogdenville,9,24.9,0,49,1016.6,3
Ogdenville,14.6,22,0.4,70,1015.8,3
Ogdenville,11.5,26.1,0,67,1019.3,4
Ogdenville,11.5,25.6,0,56,1019.3,4
Ogdenville,14,27.4,0,49,1020,4
Ogdenville,13.9,28.1,0,65,1023.5,4
Ogdenville,16,28.6,0,65,1026.3,4
Ogdenville,16.4,26.6,0,59,1024.2,4
Ogdenville,14.6,28.2,0,46,1022.9,4
Ogdenville,14.6,28.6,0,36,1024.1,4
Ogdenville,14.4,28.7,0,37,1024.2,4
Ogdenville,13.9,28.6,0,49,1022.7,4
Ogdenville,15.3,28.9,0,42,1022.4,4
Ogdenville,15.7,28.5,0,40,1022.9,4
Ogdenville,15.1,29.5,0,40,1019.4,4
Ogdenville,16.6,31.1,0,24,1014.7,4
Ogdenville,17.4,28.9,0,27,1011.1,4
Ogdenville,11.7,23.3,0,46,1015.5,4
Ogdenville,9.7,22.9,0,36,1016.6,4
Ogdenville,8.1,23.3,0,39,1017.7,4
Ogdenville,9.2,18.9,0,55,1019.8,4
Ogdenville,6.6,21.4,0,37,1018.3,4
Ogdenville,10.3,22.1,0,50,1014.4,4
Ogdenville,11.5,24.2,0,36,1012.2,4
Ogdenville,8.2,24,0,44,1017.1,4
Ogdenville,7.9,21.2,0,48,1021.7,4
Ogdenville,7.2,23.2,0,36,1025.2,4
Ogdenville,9.8,25.2,0,40,1026.4,4
Ogdenville,12.2,27.1,0,38,1022.2,4
Ogdenville,12.9,29,0,26,1020.6,4
Ogdenville,14.8,30.4,0,14,1022.7,4
Ogdenville,16.3,30.5,0,39,1023.3,4
Ogdenville,12.9,29.2,0,30,1020.5,5
Ogdenville,10.5,22,0,36,1024.9,5
Ogdenville,7.7,25.7,0,46,1025.5,5
Ogdenville,11.8,27.3,0,15,1022.7,5
Ogdenville,6.3,21.9,0,42,1023.5,5
Ogdenville,8.6,22.9,0,52,1023.1,5
Ogdenville,10.8,26,0,54,1024.5,5
Ogdenville,14.5,25,0,50,1028.1,5
Ogdenville,12.4,25.4,2.8,62,1028.8,5
Ogdenville,11.8,25,0,52,1029.1,5
Ogdenville,9,25.5,0,40,1027.8,5
Ogdenville,12.8,26.1,0,52,1024,5
Ogdenville,13.7,16.4,1.2,96,1018.2,5
Ogdenville,4.8,16.7,3,75,1017.6,5
Ogdenville,7.5,19.1,0,58,1016.3,5
Ogdenville,10.2,19.2,0,68,1015.2,5
Ogdenville,5.8,18.4,0.2,76,1019.1,5
Ogdenville,6.3,16.5,0,66,1020,5
Ogdenville,6.6,17.3,0,57,1022.3,5
Ogdenville,7.5,21.1,0,35,1021.4,5
Ogdenville,9.7,20.3,0,43,1019.1,5
Ogdenville,9.8,11.5,7.2,96,1010.5,5
Ogdenville,9.5,14.2,8.4,86,1012.7,5
Ogdenville,6.4,17.7,0.8,72,1021.8,5
Ogdenville,4.5,17.9,0,73,1027,5
Ogdenville,4.4,17.5,0,83,1029.5,5
Ogdenville,5.6,18.2,0,79,1028.4,5
Ogdenville,6.7,20.8,0,67,1029,5
Ogdenville,9.7,22.9,0,73,1028.7,5
Ogdenville,14.1,21.2,0,65,1026.6,5
Ogdenville,13.3,23.8,0.2,69,1025.8,5
Ogdenville,16.1,16.9,0,67,1018.6,6
Ogdenville,12.5,15.6,14.2,92,1014.4,6
Ogdenville,4.8,15.7,0,90,1025.1,6
Ogdenville,4.7,15.7,0,83,1027.7,6
Ogdenville,7.2,16.3,0,84,1025.2,6
Ogdenville,9.2,16.8,0,63,1021.9,6
Ogdenville,12.5,18,1.2,91,1024.5,6
Ogdenville,7.3,18.2,0,60,1029.9,6
Ogdenville,5.9,20.8,0,92,1026.5,6
Ogdenville,9.2,18.4,18.2,97,1021.4,6
Ogdenville,13.2,19.6,0.8,99,1019.8,6
Ogdenville,12.9,18.1,28,97,1011.8,6
Ogdenville,10.9,13.7,2.8,93,1010.3,6
Ogdenville,10.3,12.8,5.8,87,1012.9,6
Ogdenville,7.1,13,1.2,86,1017.9,6
Ogdenville,3.1,14,0,93,1018.8,6
Ogdenville,2.5,13.1,0,88,1015.6,6
Ogdenville,1,12.6,0.2,85,1018.6,6
Ogdenville,2.8,15.3,0,84,1024.5,6
Ogdenville,6.2,15.4,0,78,1023.7,6
Ogdenville,6.4,16.4,0,65,1021.1,6
Ogdenville,4.6,16.6,0,69,1023.1,6
Ogdenville,4.5,16.4,0,74,1026.6,6
Ogdenville,2.5,15.3,0,90,1025.4,6
Ogdenville,4.9,15.7,0,86,1021.6,6
Ogdenville,4.4,18.4,0,78,1021.7,6
Ogdenville,8.8,12.9,3.2,92,1020.9,6
Ogdenville,10.8,14.5,4,95,1021.4,6
Ogdenville,11.1,15.5,0,99,1023.8,6
Ogdenville,6.7,15.7,1.4,85,1027.3,6
Ogdenville,5.8,15.7,0,100,1027.2,7
Ogdenville,5.5,16.9,0,83,1026.4,7
Ogdenville,5.6,17.4,0,74,1025.6,7
Ogdenville,5.6,18.9,0,70,1019.1,7
Ogdenville,8.8,15,0,56,1017.4,7
Ogdenville,2,14.4,0,57,1024.5,7
Ogdenville,1.7,15.8,0,53,1029.4,7
Ogdenville,1.8,15.5,0,49,1033.5,7
Ogdenville,4.7,15,0,75,1033.5,7
Ogdenville,7.9,17.3,0,79,1030,7
Ogdenville,8.5,18.8,0,76,1031.9,7
Ogdenville,11.5,21.9,2,74,1028.9,7
Ogdenville,11.3,21.8,0,69,1026.9,7
Ogdenville,12.4,19.5,0,60,1024.7,7
Ogdenville,12,15.7,8.8,82,1022.5,7
Ogdenville,12.1,20,8.4,97,1023.3,7
Ogdenville,11.8,22.5,1.2,77,1021.6,7
Ogdenville,13.8,21,0,72,1018.4,7
Ogdenville,14.1,19.2,18.4,93,1014.7,7
Ogdenville,7.5,14.1,0.4,76,1013.7,7
Ogdenville,1.6,13.5,0,72,1019.4,7
Ogdenville,3.9,14.1,0,59,1021.6,7
Ogdenville,6,11.2,0,85,1025.7,7
Ogdenville,5.3,14.5,0,85,1030.6,7
Ogdenville,2.9,15.9,0.2,84,1030.4,7
Ogdenville,4.3,17.3,0,74,1028.7,7
Ogdenville,3.6,18.6,0,69,1028.5,7
Ogdenville,9.4,21.5,0,54,1025.9,7
Ogdenville,10.6,22.7,0,62,1022.8,7
Ogdenville,10,18.4,3.4,96,1021.7,7
Ogdenville,4.8,17.6,0,82,1024,7
Ogdenville,6.4,18.4,0,81,1022.2,8
Ogdenville,5.2,16.7,0,66,1020,8
Ogdenville,4.1,16,0,75,1021.2,8
Ogdenville,5.6,16.4,0,69,1019.7,8
Ogdenville,4.5,18.4,0,64,1021.4,8
Ogdenville,7.9,22.1,0,40,1016.2,8
Ogdenville,8,21.1,0,74,1013.7,8
Ogdenville,4.7,14.7,0.2,77,1018.4,8
Ogdenville,3.2,18.9,0,62,1021.1,8
Ogdenville,8.5,22.6,0,31,1019.2,8
Ogdenville,9.1,24.5,0,65,1017.5,8
Ogdenville,11,17.6,0,41,1010.4,8
Ogdenville,4.6,20,0,56,1019.2,8
Ogdenville,8.5,22.2,0,24,1015.6,8
Ogdenville,2.8,17.2,0,66,1024.8,8
Ogdenville,4.9,20.7,0,50,1019.4,8
Ogdenville,11.1,18.9,0,55,1015,8
Ogdenville,4.8,20.8,0,34,1019.5,8
Ogdenville,7.1,16.2,0,60,1017.5,8
Ogdenville,0.5,13.3,0,66,1021.9,8
Ogdenville,1.5,15.7,0,45,1021.5,8
Ogdenville,5.3,18.1,0,37,1017.4,8
Ogdenville,4.1,16.9,0,60,1018.8,8
Ogdenville,8.6,19.8,0,69,1025.2,8
Ogdenville,5.6,22.4,0,66,1027.1,8
Ogdenville,8.2,22.9,0,52,1025.9,8
Ogdenville,8.9,25.4,0,48,1023,8
Ogdenville,12.7,28.9,0,32,1020.2,8
Ogdenville,16.8,29.9,0,40,1017.4,8
Ogdenville,11.3,24.1,0,37,1018.8,8
Ogdenville,12.6,17.9,0,54,1023.3,8
Ogdenville,10,27.8,0.2,58,1026.1,9
Ogdenville,12.1,27.3,0,31,1029.5,9
Ogdenville,11.4,28,0,36,1030.3,9
Ogdenville,12,27.1,0,43,1030.2,9
Ogdenville,13,29,0,31,1028.4,9
Ogdenville,14.6,30,0,29,1027.6,9
Ogdenville,14.2,31.7,0,17,1024.1,9
Ogdenville,13.1,28.2,0,38,1025,9
Ogdenville,14,32,0,32,1018.5,9
Ogdenville,17.1,25,0,39,1010.7,9
Ogdenville,6.7,23,0,42,1015.7,9
Ogdenville,8.8,24.1,0,32,1017.4,9
Ogdenville,10.6,28.4,0.6,39,1013.9,9
Ogdenville,8.6,23.5,0,53,1015,9
Ogdenville,10.8,23.2,0,36,1017.3,9
Ogdenville,13,18.5,7.6,92,1009.2,9
Ogdenville,10.9,19.3,10.8,75,1005.8,9
Ogdenville,8.3,25.9,0.2,44,1007.1,9
Ogdenville,6.9,19.2,0,55,1013.1,9
Ogdenville,8,19.7,0,47,1014.7,9
Ogdenville,7.6,22.1,0,36,1017.7,9
Ogdenville,10.3,28.4,0,34,1015.3,9
Ogdenville,17.7,32.2,0,10,1010.8,9
Ogdenville,17.5,30,0,25,1008.3,9
Ogdenville,16.7,32.5,0,20,1010.1,9
Ogdenville,18.9,23.5,0,30,1014.2,9
Ogdenville,7.8,27.1,0,25,1020.1,9
Ogdenville,12.1,25.7,0,24,1017.2,9
Ogdenville,9.4,26.8,0,32,1018.7,9
Ogdenville,13.1,32.7,0,20,1016.2,9
Ogdenville,18.4,22.4,0,37,1010.7,10
Ogdenville,8,25.1,1.6,26,1017.6,10
Ogdenville,9.7,19.1,0,43,1020.2,10
Ogdenville,5.5,23.3,0,32,1024,10
Ogdenville,9.9,28.7,0,18,1018.7,10
Ogdenville,14.1,33.7,0,12,1012.3,10
Ogdenville,11.2,25.9,0,45,1013.6,10
Ogdenville,10.1,25.9,0,32,1017.3,10
Ogdenville,12.2,32,0,29,1020.3,10
Ogdenville,17.1,38.2,0,9,1011.9,10
Ogdenville,13.4,24.6,0,49,1017.3,10
Ogdenville,10.8,32.1,0,25,1015.3,10
Ogdenville,18,34.2,0,11,1006.4,10
Ogdenville,8.4,19.3,0,46,1021.4,10
Ogdenville,6.8,24.2,0,27,1024.9,10
Ogdenville,10.5,30.5,0,13,1019,10
Ogdenville,14,25.2,0,8,1010.6,10
Ogdenville,9.9,24.5,0,22,1024.8,10
Ogdenville,11.9,30.1,0,43,1023.7,10
Ogdenville,17.9,35.3,0,29,1018.5,10
Ogdenville,22.6,39.1,0,23,1014.5,10
Ogdenville,21.8,38.1,5,29,1011,10
Ogdenville,15.8,26.4,1.4,54,1013,10
Ogdenville,11.1,21.3,0,44,1021,10
Ogdenville,6.9,23.2,0,23,1025.3,10
Ogdenville,9.8,24.9,0,32,1024.9,10
Ogdenville,11.3,27.7,0,21,1023.1,10
Ogdenville,17.8,34.7,0,10,1015.9,10
Ogdenville,15.6,24,0,53,1012.5,10
Ogdenville,9.7,27.1,0,45,1018.2,10
Ogdenville,14.8,29.3,0,24,1020.1,10
Ogdenville,12.8,32.1,0,12,1020,11
Ogdenville,15.8,34.5,0,13,1018.5,11
Ogdenville,20,31.5,0,14,1015.9,11
Ogdenville,11.9,24.6,0,33,1023.6,11
Ogdenville,11.8,28.5,0,33,1023,11
Ogdenville,16.1,33,0,34,1018.2,11
Ogdenville,21,37.6,0,28,1013.2,11
Ogdenville,24.9,38.6,0,17,1008.4,11
Ogdenville,12.6,24.8,1,52,1014.2,11
Ogdenville,10.7,23.5,0,33,1016.3,11
Ogdenville,9.9,25.4,0,56,1014.3,11
Ogdenville,10,25.2,0,63,1014.2,11
Ogdenville,9.9,26.9,0,29,1016.4,11
Ogdenville,12.4,27,0,26,1017.3,11
Ogdenville,13.1,28.4,0,26,1015.7,11
Ogdenville,14.3,27.8,0,26,1013.3,11
Ogdenville,14.2,28.4,0,46,1013,11
Ogdenville,14.8,28.7,0,38,1014,11
Ogdenville,14.9,32.2,0,37,1011.8,11
Ogdenville,17.9,36.5,0,17,1009.2,11
Ogdenville,21.7,37.7,0,16,1006.7,11
Ogdenville,20.7,29.9,0,30,1008.8,11
Ogdenville,13.4,27.6,0.2,31,1007.9,11
Ogdenville,13.5,27.1,0,42,1009.7,11
Ogdenville,13.6,28.5,0,35,1009.2,11
Ogdenville,16.8,31.3,0,38,1013.1,11
Ogdenville,16.7,34.5,0,23,1014.8,11
Ogdenville,21.6,39.3,0,17,1009.6,11
Ogdenville,21.8,24.7,0,40,1008,11
Ogdenville,13,30.2,0,34,1016.1,11
Ogdenville,17.9,32.1,0,43,1019.6,12
Ogdenville,19.7,34.6,0,24,1018.7,12
Ogdenville,20.8,37.7,0,17,1014,12
Ogdenville,23.2,38,0,14,1005.9,12
Ogdenville,13.9,20,8.2,53,1005.6,12
Ogdenville,8.1,23.6,0,35,1017.4,12
Ogdenville,11.7,29.8,0,23,1020.9,12
Ogdenville,17.4,36.6,0,12,1015.8,12
Ogdenville,23.8,40,0,11,1006.5,12
Ogdenville,17.8,28.7,0,47,1010,12
Ogdenville,14.1,28.2,0,28,1011.7,12
Ogdenville,15.8,30.8,0,27,1012.2,12
Ogdenville,16.5,33.1,0,15,1013.2,12
Ogdenville,18.9,33.4,0,29,1015.2,12
Ogdenville,17,33.7,0,14,1016.3,12
Ogdenville,19.9,35.8,0,33,1015.4,12
Ogdenville,22,36.6,0,34,1016.9,12
Ogdenville,23.7,38.3,0,23,1018.4,12
Ogdenville,24.7,39.1,0,18,1018.2,12
Ogdenville,23.6,39.8,0,13,1016.7,12
Ogdenville,23.7,41.1,0,14,1012.9,12
Ogdenville,25.8,42.5,0,13,1010.3,12
Ogdenville,25.6,31.6,0,43,1008.9,12
Ogdenville,17.3,28.8,0,42,1016.4,12
Ogdenville,15.5,20.6,8.4,94,1016.4,12
Ogdenville,15.7,31.1,18.4,83,1013.1,12
Ogdenville,15.7,35.4,0,35,1009.6,12
Ogdenville,19.6,39.4,0,15,1007.8,12
Ogdenville,20.7,32.8,0,18,1010.4,12
Ogdenville,16.7,33.6,0,25,1012.6,12
Ogdenville,17.5,35.2,0,7,1012.6,12
Ogdenville,18.5,38.3,0,18,1010.9,1
Ogdenville,26,44.3,0,9,1005.1,1
Ogdenville,26.7,41,0,23,998.4,1
Ogdenville,17.6,28.9,0,35,1008.7,1
Ogdenville,16.6,33,0,24,1009.6,1
Ogdenville,17.9,27.6,0,33,1013.9,1
Ogdenville,14.3,29.2,0,29,1017,1
Ogdenville,17.6,34.4,0,46,1014.1,1
Ogdenville,22.1,24.8,0,55,1016.3,1
Ogdenville,17.2,32.8,3.8,57,1016.7,1
Ogdenville,19.1,35.4,0,53,1018.1,1
Ogdenville,22.5,38.6,0,28,1015.5,1
Ogdenville,25.7,40.4,0,27,1014.5,1
Ogdenville,25.7,39.6,0,24,1016.5,1
Ogdenville,25.6,39.2,0,24,1018.1,1
Ogdenville,25.8,40,0,20,1016.4,1
Ogdenville,25.3,40.8,0,15,1012,1
Ogdenville,27.6,41.9,0,21,1009.4,1
Ogdenville,24.2,41.6,0.4,18,1006.2,1
Ogdenville,25.2,38.2,0,15,1005.8,1
Ogdenville,21.5,37.9,0,19,1007.4,1
Ogdenville,20.5,34.7,0,25,1012.8,1
Ogdenville,21.8,34,0,48,1014.7,1
Ogdenville,22.9,29.9,0,55,1010.6,1
Ogdenville,16.7,32.4,0.8,74,1013.4,1
Ogdenville,17.2,34.6,0,45,1016.6,1
Ogdenville,20.7,35.8,0,41,1018.2,1
Ogdenville,22.3,36.6,0,36,1016.6,1
Ogdenville,22.6,38.5,0,34,1015.1,1
Ogdenville,23.1,38.3,0,32,1013.8,1
Ogdenville,23.2,39,0,30,1012.1,1
Ogdenville,23.6,39.8,0,33,1010.2,2
Ogdenville,25.7,40.3,0,24,1010.6,2
Ogdenville,24.7,39.5,0,20,1009.9,2
Ogdenville,25.6,39.1,0,29,1010.4,2
Ogdenville,21.2,32.3,0,49,1015.6,2
Ogdenville,19.8,35.7,0,38,1014.8,2
Ogdenville,22.1,38.3,0,23,1012.7,2
Ogdenville,23.5,39.8,0,20,1013.8,2
Ogdenville,23.6,40.3,0,26,1014.9,2
Ogdenville,25.3,42,0,29,1012.9,2
Ogdenville,26.2,41.4,0,21,1011,2
Ogdenville,25.1,43.2,0,21,1010.3,2
Ogdenville,25.1,41.2,0,38,1007.6,2
Ogdenville,24.3,36.6,1.4,55,1004,2
Ogdenville,26.6,35.4,0,40,996.8,2
Ogdenville,21.4,28.6,68,97,1002.6,2
Ogdenville,15.8,30.7,2.6,57,1009.8,2
Ogdenville,19.9,33.5,0,64,1008.4,2
Ogdenville,23,34.1,0,73,1002.1,2
Ogdenville,14.3,25.1,0,48,1011.5,2
Ogdenville,12.9,26,0,31,1017.9,2
Ogdenville,13.2,30.7,0,39,1017.9,2
Ogdenville,18.4,32,0,52,1017.2,2
Ogdenville,20.3,33.2,0,48,1016.7,2
Ogdenville,20.9,35.2,0,37,1013.1,2
Ogdenville,24.2,35.3,0,38,1009.8,2
Ogdenville,21.6,32.6,0.8,45,1014.1,2
Ogdenville,19.2,21.9,1,91,1016.3,2
Ogdenville,17.5,23.9,28.8,97,1014.5,3
Ogdenville,18.2,26.4,4.6,87,1015.6,3
Ogdenville,18.8,24.9,0,73,1019.1,3
Ogdenville,20.6,24.8,0.8,76,1021.2,3
Ogdenville,19.2,29.6,10,80,1017.2,3
Ogdenville,19.8,31.6,0,66,1015.9,3
Ogdenville,16.5,31.1,0,72,1018.2,3
Ogdenville,17.3,31.4,0,69,1018.3,3
Ogdenville,19.5,31.5,0,58,1018.7,3
Ogdenville,19.9,31.5,0,55,1019.5,3
Ogdenville,20.2,31.8,0,51,1019.8,3
Ogdenville,18.9,32.2,0,49,1017.5,3
Ogdenville,18.5,32.2,0,42,1016.6,3
Ogdenville,16.6,32.1,0,46,1014.6,3
Ogdenville,19.6,29,0,58,1010.8,3
Ogdenville,18.4,25.7,0,53,1010,3
Ogdenville,12.6,26.6,0,53,1018,3
Ogdenville,16.2,30.6,0,35,1020.7,3
Ogdenville,17.8,32.3,0,38,1021.8,3
Ogdenville,19.4,32.1,0,60,1021.7,3
Ogdenville,18.2,31,0,60,1018.9,3
Ogdenville,18.2,32,0,60,1017.1,3
Ogdenville,16.2,30,0,44,1016,3
Ogdenville,15.9,22.8,5.4,70.8,1016.8,3
Ogdenville,11,27.8,0,74,1016.8,3
Ogdenville,14.9,24.5,0,80,1016.8,3
Ogdenville,17.6,26.9,4.2,93,1017.2,3
Ogdenville,18.1,26.8,0,88,1014.4,3
Ogdenville,15.1,27.6,1.8,82,1016.5,3
Ogdenville,17,29.8,0,80,1018.3,3
Ogdenville,16.4,31,0,69,1019,3
Ogdenville,17.7,31.2,0,56,1017.8,4
Ogdenville,19,33.7,0,63,1014.7,4
Ogdenville,21.1,31.9,0,61,1015.4,4
Ogdenville,17.9,21.4,0,88,1017.6,4
Ogdenville,16.4,25.3,11.2,98,1019.3,4
Ogdenville,13.1,26.3,0,71,1020.8,4
Ogdenville,15.6,27,0,60,1020.9,4
Ogdenville,15.4,28.3,0,55,1020.1,4
Ogdenville,17.5,29.4,0,44,1017.6,4
Ogdenville,20.6,26.5,0,50,1012.3,4
Ogdenville,15.6,19.9,10,97,1009.4,4
Ogdenville,15,23.9,0.2,76,1013.8,4
Ogdenville,13.6,25.6,0.2,63,1016.5,4
Ogdenville,13.5,25,0,66,1017.6,4
Ogdenville,12.9,23.6,0,67,1019,4
Ogdenville,12.4,24.2,0,54,1019.6,4
Ogdenville,10.7,25.1,0,50,1021,4
Ogdenville,10.6,26.2,0,46,1019.1,4
Ogdenville,11.5,21.1,0,48,1019.8,4
Ogdenville,7.9,21.3,0,39,1019.9,4
Ogdenville,9.1,23.8,0,39,1021.5,4
Ogdenville,10.9,26.2,0,39,1019.3,4
Ogdenville,13.1,29.1,0,32,1017.3,4
Ogdenville,14.2,28.7,0,33,1014.9,4
Ogdenville,12.9,30.5,0,42,1016.9,4
Ogdenville,17.4,24.2,0,33,1015.5,4
Ogdenville,12.5,25.3,4.8,84,1020.5,4
Ogdenville,13.2,27,0,69,1021.9,4
Ogdenville,15.8,26.7,0,59,1015.8,4
Ogdenville,13.3,20,3.4,79,1017.4,4
Ogdenville,4.7,19.2,0,66,1017.8,5
Ogdenville,8,18.5,0,55,1010.7,5
Ogdenville,7.2,12,10,79,1005.1,5
Ogdenville,7.6,13.9,3.8,86,1013.7,5
Ogdenville,4,15.8,0,58,1023,5
Ogdenville,9.5,18.4,0,67,1024.7,5
Ogdenville,6.3,17.9,0,74,1024,5
Ogdenville,8.7,21.2,0,63,1023.6,5
Ogdenville,11,21.5,0,64,1023.2,5
Ogdenville,13.3,19.9,0,51,1021,5
Ogdenville,8.5,19.7,0.6,88,1025,5
Ogdenville,8.7,21.8,0,71,1028.3,5
Ogdenville,11,23.3,0,66,1027.5,5
Ogdenville,12.2,24.6,0,56,1026.6,5
Ogdenville,10.5,24.2,0,48,1026.8,5
Ogdenville,12.7,25.6,0,58,1028.1,5
Ogdenville,15.7,24.6,0,44,1028.9,5
Ogdenville,15.6,25.4,0,48,1027,5
Ogdenville,13,25.3,0,50,1025.6,5
Ogdenville,14.4,24.1,0,53,1024.4,5
Ogdenville,12.7,25.9,0,54,1025,5
Ogdenville,12.4,25.8,0,50,1023.6,5
Ogdenville,14,26.8,0,48,1019.1,5
Ogdenville,13,27.6,0,39,1017.7,5
Ogdenville,14.1,27,0,47,1019.9,5
Ogdenville,13.9,28.6,0,46,1021.7,5
Ogdenville,18.6,25.8,0,38,1014,5
Ogdenville,10.4,20.6,1.4,65,1017.8,5
Ogdenville,8.1,20.6,0,69,1024,5
Ogdenville,7.2,20.2,0,73,1023.8,5
Ogdenville,10.3,22.6,0.6,83,1019.6,5
Ogdenville,11.7,14.9,33.2,94,1018.2,6
Ogdenville,9.7,15.9,0.4,96,1019.8,6
Ogdenville,6.1,15.9,0,90,1021.9,6
Ogdenville,10.7,16.2,0,73,1026.2,6
Ogdenville,7.3,17.6,0.2,86,1027.4,6
Ogdenville,7.2,16.9,0,99,1027.5,6
Ogdenville,8.5,17.7,0,91,1028.8,6
Ogdenville,5.8,16.6,0,97,1027.8,6
Ogdenville,4.1,17,0,67,1028.9,6
Ogdenville,6.1,18.3,0,73,1029.3,6
Ogdenville,7.8,18.9,0,73,1024.4,6
Ogdenville,8.9,21.5,0,54,1018.5,6
Ogdenville,11.3,14,3,92,1015.3,6
Ogdenville,7.5,14.7,1.6,95,1014.7,6
Ogdenville,6.7,14.4,1.2,96,1019.3,6
Ogdenville,3.9,13.8,0,89,1026.2,6
Ogdenville,6.3,16.4,0,82,1029.5,6
Ogdenville,5.5,17.7,0.2,84,1030.7,6
Ogdenville,6.6,20,0,83,1026,6
Ogdenville,8.4,20.8,0,77,1019.6,6
Ogdenville,6.6,19.8,0,61,1021.1,6
Ogdenville,4.7,17.9,1,90,1023.1,6
